pH,TDS,Turbidity,Phospate,Nitrate,Iron,COD(mg/L),Chlorine,Sodium,Class
7.541623186,659,1.81,0.028379908,7,0.325446643,426,2,16,3
7.586450214,868,3.16,0.011577258,8,0.336906977,411,4,4,3
7.563553751,810,1.82,0.006960018,8,0.375320402,407,2,15,3
7.509095576,630,1.79,0.01721369,8,0.40525882,428,4,3,3
7.570712193,717,0.14,0.001257096,8,0.326125987,408,1,3,3
7.573863025,858,1.4,0.029083501,8,0.37264592,395,2,9,4
7.508534515,937,3.98,0.012333338,8,0.405661667,427,4,10,3
7.593891561,694,0.51,0.011089037,7,0.319629279,402,1,19,3
7.583848816,868,3.59,0.019846739,8,0.334121237,417,1,9,3
7.584191844,886,0.53,0.003123155,6,0.30874922,412,2,5,3
7.548136655,690,0.75,0.029402985,7,0.320309451,428,2,2,3
7.541198441,694,0.97,0.003417888,8,0.341755493,400,2,7,3
7.544434098,975,3.55,0.026098967,7,0.306357356,426,4,3,3
7.520580461,851,2.14,0.001277623,6,0.301564327,397,4,13,1
7.581484495,685,3.3,0.010035107,6,0.355452638,411,4,11,3
7.537585719,963,3.5,0.000715275,7,0.398381254,410,3,15,3
7.599983673,918,0.78,0.005481534,8,0.395540833,393,2,8,2
7.521261782,634,0.77,0.014968041,7,0.332941241,406,3,11,3
7.588341995,824,1.5,0.005973095,8,0.305524888,424,3,4,3
7.592347766,960,2.35,0.020889812,8,0.383153293,393,4,11,2
7.590195552,971,0.17,0.003246347,6,0.301873661,430,2,19,3
7.533484572,629,0.78,0.020268079,8,0.385759222,408,3,3,3
7.530373065,975,3.64,0.01384665,6,0.386137131,396,3,2,2
7.58077361,863,2.78,0.023783483,7,0.392588839,430,2,12,3
7.533915682,914,0.54,0.006576493,7,0.385344498,414,4,20,3
7.539158596,737,2.62,0.007895993,6,0.408527267,424,4,7,3
7.529546829,622,1.89,0.000965327,8,0.407940873,401,2,5,3
7.586056094,911,0.53,0.027963844,7,0.329523784,429,4,4,3
7.575267625,726,0.58,0.011577523,8,0.337529482,421,3,14,3
7.59722394,880,1.24,0.005331522,8,0.389988284,390,2,18,4
7.540179304,731,3.64,0.029868953,6,0.330558705,423,4,14,3
7.54314733,925,2.63,0.013367238,8,0.373852355,402,1,4,3
7.540151972,745,4.14,0.02742625,7,0.347025398,411,2,2,3
7.533139014,745,3.66,0.002302413,8,0.306360723,406,2,15,3
7.513800198,903,0.54,0.024837788,6,0.304110227,415,1,14,3
7.514869199,771,1.86,0.010732883,8,0.376915943,401,3,8,3
7.541381236,941,2.13,0.008201577,8,0.383146926,396,2,1,2
7.564944679,767,0.24,0.023978284,6,0.357602967,414,2,9,3
7.536489585,648,3.26,0.022495634,8,0.371522358,418,2,18,3
7.563489217,691,0.74,0.015192476,8,0.340507713,411,3,20,3
7.514129986,730,3.46,0.029976191,8,0.340698207,406,4,18,3
7.516152054,725,1.43,0.017414724,8,0.32586139,400,4,1,3
7.527338173,742,0.61,0.016556619,8,0.349329758,420,2,2,3
7.539323177,914,1.81,0.001657526,8,0.374196838,390,1,17,2
7.554008228,646,1.93,0.000765166,7,0.344198494,418,2,4,3
7.508533302,705,3.97,0.013019402,7,0.384391017,418,4,6,3
7.579279404,772,0.54,0.018414282,6,0.330009993,425,2,6,3
7.588324387,761,3.03,0.025257276,7,0.308104429,391,4,20,4
7.571540262,636,1.56,0.013104635,8,0.405657757,428,4,4,3
7.52418823,948,2.13,0.023540871,6,0.355196251,416,2,8,3
7.529581959,875,0.18,0.020325419,8,0.395763568,402,1,16,3
7.533731372,696,3.56,0.026147102,7,0.303499202,396,3,7,4
7.547622029,729,1.64,0.025153292,8,0.319367018,409,3,12,3
7.510399465,753,2.2,0.003030781,6,0.370954401,429,2,16,3
7.562094064,624,3.55,0.00563091,8,0.399545418,412,2,7,3
7.597554515,706,2.18,0.02456269,7,0.390420426,426,4,11,3
7.5208188,664,3.76,0.02810336,8,0.315657213,429,1,20,3
7.521323311,701,1.39,0.015727856,7,0.310098247,406,4,6,3
7.590840208,797,2.76,0.0122519,6,0.354777504,410,1,11,3
7.542117472,759,3.62,0.005458543,7,0.300567995,405,4,2,3
7.515521435,895,2.87,0.005369777,7,0.376091073,423,3,17,3
7.560928798,825,2.77,0.023544409,7,0.3090983,403,4,5,3
7.569442853,803,2.55,0.018060816,7,0.389793682,408,1,20,3
7.512013641,942,2.98,0.004692114,7,0.325113888,391,2,8,2
7.542376887,721,4.19,0.019043924,6,0.316505479,428,1,2,3
7.596554335,751,1.96,0.017466172,7,0.355210743,414,1,5,3
7.500522268,738,3.98,0.01452465,7,0.343086608,425,1,7,3
7.563979613,736,2.74,0.002855542,6,0.334032504,420,3,5,3
7.510899567,761,1.94,0.022780513,8,0.4092086,424,3,3,3
7.521526845,931,1.26,0.019208845,8,0.335841011,414,2,20,3
7.563718475,640,0.65,0.020702396,6,0.351718382,421,3,12,3
7.567942403,768,1.55,0.009582134,6,0.405174395,428,3,11,3
7.546269533,710,4.08,0.016756385,7,0.370173358,420,2,14,3
7.597604652,794,1.74,0.028454418,6,0.307652468,404,4,5,3
7.545295993,774,1.78,0.019123267,8,0.339152246,401,2,6,3
7.583533196,817,2.01,0.010655496,6,0.352430649,394,1,11,4
7.528458009,676,1.6,0.028069281,6,0.315921959,419,1,9,3
7.500291909,747,1.87,0.006178543,8,0.318793507,396,3,6,4
7.545373001,707,1,0.004691713,7,0.332296238,427,4,17,3
7.504126781,651,1.41,0.021029278,7,0.357138818,402,1,17,3
7.559894021,793,2.14,0.02993564,7,0.312462029,426,1,2,3
7.54526085,837,3.52,0.000689153,7,0.405705613,411,3,3,3
7.552241267,787,0.23,0.01432817,8,0.338574469,426,1,12,3
7.5592265,830,3.92,0.007160712,8,0.380160743,412,1,6,3
7.579002782,856,1.35,0.01905604,8,0.363266168,419,2,16,3
7.560407194,808,2,0.028111775,6,0.394761941,394,4,10,4
7.526887475,902,2.03,0.028547956,8,0.323564105,404,1,15,3
7.513627739,853,1.73,0.021784807,7,0.360584239,427,2,1,3
7.59693317,630,2.04,0.01242169,6,0.306113956,397,3,16,4
7.54247202,633,0.14,0.002847441,7,0.403780636,427,3,7,3
7.590525862,892,1.03,0.0251916,7,0.360086844,417,2,20,3
7.528061749,795,3.54,0.016594472,7,0.350025959,402,2,3,3
7.544994839,926,1.37,0.010924003,8,0.407985779,407,3,10,3
7.548935205,660,0.63,0.004881251,7,0.379005039,429,4,18,3
7.535548218,875,3.25,0.022582026,8,0.373143318,409,4,12,3
7.573928637,797,3.68,0.025840621,8,0.329158644,425,4,5,3
7.543758976,969,1.53,0.019942258,7,0.373135966,422,2,16,3
7.517350115,675,0.85,0.014937695,8,0.377990658,403,1,11,3
7.536433252,786,4.11,0.014085674,8,0.315636113,428,3,11,3
7.565453927,817,0.77,0.015470758,7,0.3689436,430,1,9,3
7.526446773,684,0.38,0.025915487,8,0.312618913,390,3,5,4
7.541655243,734,1.5,0.00039741,7,0.360025545,413,1,13,3
7.50335417,898,2.09,0.024738825,6,0.340785329,416,3,1,3
7.563392739,695,1,0.018649642,7,0.30526359,426,3,4,3
7.585241131,666,0.3,0.011211966,8,0.406213934,402,1,2,3
7.531292374,834,0.69,0.020240197,8,0.374132979,428,3,16,3
7.536918835,741,3.61,0.025119323,6,0.328170313,409,2,1,3
7.502296743,656,2.72,0.007538863,8,0.308969376,401,4,10,3
7.560024795,636,4.18,0.000528183,8,0.31001906,422,3,3,3
7.575867658,965,1.83,0.018338685,6,0.337806299,420,1,2,3
7.567368169,822,2.59,0.0028257,6,0.325501365,413,1,8,3
7.570364489,652,1.6,0.024128211,8,0.401089317,390,3,7,0
7.590088828,755,3.38,0.005500109,8,0.313491235,428,4,8,3
7.591269753,749,0.33,0.00618966,8,0.3460978,428,2,19,3
7.547384768,804,1.56,0.00117595,6,0.305693224,414,4,20,3
7.589111761,683,3.51,0.028908285,8,0.365230292,409,4,8,3
7.538612014,750,0.34,0.009708825,8,0.357208531,422,1,10,3
7.598284834,835,1.18,0.001702688,7,0.378913331,415,2,2,3
7.581456543,967,3.12,0.028740656,6,0.300519411,394,4,16,2
7.560939149,845,4.2,0.027833091,7,0.366960826,414,1,3,3
7.586528879,762,1.13,0.011759562,7,0.302089166,409,1,2,3
7.566141235,924,3.83,0.003364256,6,0.35970718,411,1,12,3
7.594487085,845,2.17,0.011899542,6,0.388887158,407,1,15,3
7.530266478,679,1.31,0.002849225,8,0.359607057,404,2,16,3
7.553281448,682,3.82,0.011253947,6,0.307387157,422,1,19,3
7.54256607,673,3.85,0.000879444,7,0.316144868,425,4,14,3
7.594331934,710,3.2,0.003099116,8,0.333084193,414,1,11,3
7.586730229,938,1.22,0.013924503,8,0.406055764,405,4,7,3
7.529358688,837,2.45,0.022415955,6,0.353454541,396,4,11,4
7.565662792,963,3.81,0.006628295,7,0.384576575,392,4,16,2
7.550735009,938,2.26,0.015372508,7,0.343122425,392,4,5,2
7.506716875,914,4.17,0.021931201,6,0.352344331,430,2,17,3
7.55078891,949,2.27,0.001162896,7,0.398590944,390,2,14,2
7.570286897,952,3.87,0.009744064,8,0.332812315,401,2,15,3
7.548143843,789,1.2,0.015493868,7,0.313943066,426,2,11,3
7.572203044,714,1.12,0.019240284,8,0.306769438,413,1,9,3
7.541282588,894,2.67,0.006057159,6,0.307583015,416,2,5,3
7.550149972,764,2.15,0.010619893,8,0.377547842,423,4,2,3
7.522979895,628,1.3,0.013954006,8,0.349145396,402,4,17,3
7.568937211,792,0.42,0.017079232,7,0.337370732,402,1,7,3
7.515052966,788,1.8,0.009527934,6,0.398057288,417,3,17,3
7.583937681,897,4.15,0.01921632,8,0.407306969,399,2,8,0
7.515011702,896,4,0.02951548,7,0.364401851,404,4,19,3
7.525445253,836,2.73,0.026171486,6,0.31571629,404,4,15,3
7.514468972,892,2.63,0.001645189,7,0.367671054,417,4,6,3
7.590087609,876,4.04,0.026401166,7,0.362987161,424,2,20,3
7.5617101,795,3.32,0.024008724,8,0.354117772,407,3,15,3
7.572978265,960,3.48,0.026947733,6,0.355394169,396,2,12,2
7.510076355,894,3.06,0.014050664,7,0.368889805,412,4,8,3
7.537733749,858,2.42,0.020589323,8,0.301101209,410,2,13,3
7.575400109,666,2.55,0.01317539,7,0.302221545,392,2,20,4
7.53047622,780,2.86,0.022622882,8,0.353758795,404,1,12,3
7.569923948,971,2.06,0.005440443,7,0.304835827,428,2,19,3
7.566673,636,3.84,0.01667577,7,0.397075987,398,2,1,4
7.5243674,789,3.11,0.021250797,8,0.335856411,398,3,12,4
7.533888814,699,1.44,0.007975262,8,0.391997516,406,4,3,3
7.523815661,668,1.98,0.029530185,7,0.351091039,416,3,20,3
7.560005107,973,1.08,0.019284446,7,0.390739311,414,1,19,3
7.525196037,976,1.96,0.023176387,6,0.367217933,392,4,1,2
7.518216849,651,0.83,0.015258246,6,0.318557434,404,4,11,3
7.543392817,979,4.12,0.005070284,8,0.394264165,413,2,8,3
7.534773368,920,0.79,0.017753899,7,0.349215849,416,2,17,3
7.566643703,832,1.95,0.01038092,6,0.372938888,402,3,8,3
7.543081145,628,2.47,0.008816398,7,0.31248811,427,3,2,3
7.59443941,766,2.21,0.021431445,7,0.302347321,395,1,16,4
7.555755906,659,2.64,0.019342456,6,0.32985663,427,1,9,3
7.581870451,859,1.15,0.003092035,6,0.392067061,414,3,14,3
7.573928749,894,0.52,0.028991054,7,0.309036619,417,3,3,3
7.589572566,798,0.23,0.010484638,8,0.316103502,406,2,3,3
7.552441198,915,0.46,0.012738845,6,0.404792286,390,4,4,2
7.502892015,943,1.54,0.016593576,8,0.405735042,390,1,19,2
7.530863448,673,2.19,0.017783402,8,0.403685768,427,3,16,3
7.583494487,874,1.25,0.000272375,7,0.354345629,413,2,6,3
7.558588694,813,1.58,0.003000136,6,0.351595799,423,3,5,3
7.500980267,879,0.89,0.029872239,7,0.360252486,417,2,12,3
7.588644246,633,3.34,0.007518688,7,0.397088257,401,3,2,3
7.515853575,891,3.08,0.027095218,8,0.309085355,397,1,7,4
7.56168813,942,4.19,0.003833214,8,0.342685171,430,1,8,3
7.590110136,804,2.09,0.018008926,6,0.366506812,403,1,17,3
7.581992343,942,3.58,0.013303466,6,0.319476778,409,1,11,3
7.514028537,902,2.8,0.017059628,6,0.360311789,400,4,19,3
7.563510807,885,1.55,0.028035694,8,0.325392941,404,4,17,3
7.532405007,911,1.67,0.017181735,8,0.349827144,395,1,10,2
7.551555816,738,1.79,0.0256852,8,0.313673754,425,4,1,3
7.537139017,947,2.34,0.020758264,8,0.385215647,399,2,7,2
7.5000174,918,0.31,0.006677808,8,0.324738979,406,2,20,3
7.552658037,977,1.54,0.008633623,8,0.310029935,402,2,18,3
7.512934551,624,3.23,0.002620086,7,0.370169322,429,2,8,3
7.559925158,954,2.47,0.006442826,8,0.368619191,399,2,20,2
7.526794141,669,1.23,0.017815273,7,0.39766648,429,2,20,3
7.56527743,848,3.69,0.005716036,7,0.305667174,402,4,1,3
7.511135241,665,3.45,0.008849016,6,0.30807212,424,3,18,3
7.576254906,808,1.03,0.027193159,7,0.345572171,409,4,7,3
7.57789026,711,3.73,0.014390983,7,0.31157818,427,3,2,3
7.529718953,910,3.52,0.026349113,6,0.391469711,392,3,15,2
7.510156956,802,0.58,0.022804583,8,0.388086921,415,1,18,3
7.522772702,822,1.29,0.01522395,8,0.352485105,405,2,14,3
7.588797042,709,3.87,0.019634076,8,0.330796587,422,4,8,3
7.523564916,801,1.84,0.029270433,6,0.315154709,408,2,19,3
7.521347499,758,1.93,0.011458026,6,0.333515433,409,1,1,3
7.507292877,655,0.7,0.012028418,7,0.323841108,418,1,7,3
7.583578962,884,2.05,0.024097028,8,0.358827733,412,2,3,3
7.545759574,724,0.12,0.018034579,8,0.384498795,417,3,13,3
7.539994158,753,3.48,0.005523095,7,0.396467747,401,1,13,3
7.512882586,887,4.16,0.023612449,8,0.363619272,398,4,9,4
7.595810557,820,2.33,0.01891943,8,0.332572628,410,3,1,3
7.592549841,902,0.3,0.006084792,8,0.363606863,422,1,19,3
7.5390003,854,1.2,0.008916523,8,0.40068614,410,1,4,3
7.558370853,758,3.81,0.021799339,7,0.40603112,393,2,7,0
7.523404424,908,1.6,0.005077922,7,0.400450997,423,2,1,3
7.54676717,746,0.9,0.025815565,7,0.320143184,424,4,2,3
7.552900163,971,0.77,0.002979534,7,0.390502874,410,4,2,3
7.538637136,878,0.79,0.017552194,8,0.393501157,398,4,2,4
7.566316347,648,2.9,0.005215523,8,0.329064237,411,1,20,3
7.56440515,670,0.27,0.025717363,7,0.404747195,414,4,11,3
7.507261763,854,2.46,0.026989862,7,0.345142769,403,4,6,3
7.521947329,664,0.43,0.01931919,8,0.399498544,399,2,13,4
7.502799919,794,0.32,0.000441819,7,0.364904709,394,2,5,1
7.597699118,848,0.48,0.027149455,6,0.306283517,430,3,2,3
7.528100912,678,2.49,0.008835748,7,0.361627732,416,4,5,3
7.568958182,756,1.26,0.024026159,7,0.318831063,400,4,5,3
7.534525188,942,3.06,0.009167092,7,0.397472957,422,3,8,3
7.516158747,648,2.64,0.016298631,7,0.390450256,394,3,7,4
7.539479032,909,2.4,0.023290655,7,0.329604557,407,1,13,3
7.557100121,739,2.69,0.01722555,8,0.306464988,422,3,14,3
7.562783703,762,1.74,0.017247888,7,0.300374936,405,1,7,3
7.516886257,685,1.3,0.002813697,6,0.398041355,400,2,11,3
7.539510241,648,1.28,0.016627793,7,0.303325936,430,2,12,3
7.515477371,783,3.88,0.013559445,6,0.33994524,429,2,19,3
7.520884499,824,2.3,0.011137722,6,0.391042617,421,3,9,3
7.509249634,850,2.9,0.00343895,7,0.380535603,401,2,2,3
7.59121371,864,1.55,0.012942622,7,0.303136124,391,4,19,4
7.587772108,953,0.76,0.014410481,8,0.378512437,406,1,10,3
7.596052234,961,2.58,0.026250771,6,0.354099719,415,1,15,3
7.529881061,886,0.76,0.018330739,7,0.324525545,420,3,7,3
7.579671949,940,0.2,0.028238491,8,0.30987882,397,2,14,2
7.50112674,837,0.82,0.026064591,6,0.353960209,416,2,8,3
7.53431605,940,3.1,0.00376067,7,0.409517539,406,2,11,3
7.527800236,739,0.99,0.001249197,7,0.318365352,419,4,13,3
7.54706326,976,1.57,0.025621065,8,0.392319159,411,2,1,3
7.507600816,905,2.1,0.008778785,6,0.306884917,390,3,4,2
7.596032646,870,3.19,0.021531018,8,0.343253175,399,2,2,4
7.554258394,847,0.91,0.013031299,7,0.328642336,396,1,6,4
7.573984656,977,0.68,0.021282797,6,0.328750567,428,4,13,3
7.564893136,657,0.58,0.028114575,7,0.332716332,414,2,11,3
7.506434894,956,2.36,0.01247129,8,0.398398765,396,2,9,2
7.593230397,722,0.52,0.016392263,6,0.384273832,394,4,4,4
7.548313842,738,1.19,0.016809375,7,0.385801891,414,3,6,3
7.568444676,940,2.44,0.023773227,7,0.401165821,425,3,2,3
7.515074379,943,1.24,0.001957949,6,0.385627315,404,2,10,3
7.521283064,699,3.61,0.024246986,8,0.344334011,399,3,4,4
7.59999425,624,3.97,0.020700075,6,0.333925964,397,2,4,4
7.554938188,900,0.25,0.01141114,7,0.359106469,421,1,1,3
7.538354273,850,3.59,0.00612227,7,0.397483576,412,1,11,3
7.532693865,677,1.16,0.004336916,8,0.403984807,400,3,6,3
7.557672436,969,3.66,0.010612613,6,0.353485552,413,3,16,3
7.572285619,859,0.17,0.018142453,7,0.380944691,427,3,3,3
7.508005371,919,2.5,0.007576712,8,0.370878686,409,4,20,3
7.575477313,698,1.46,0.028830399,6,0.353684718,425,3,18,3
7.592255925,714,3.09,0.009020622,7,0.300061879,416,4,9,3
7.534867947,802,3.05,0.008366025,8,0.394177357,391,1,1,4
7.517340105,956,3.96,0.022771943,7,0.332481474,400,2,13,3
7.547384088,623,0.41,0.015816578,8,0.3549721,390,4,11,4
7.549793109,941,1.76,0.012882469,7,0.369760718,421,2,19,3
7.512745889,705,1.03,0.002109753,8,0.4088393,400,3,16,3
7.594544636,778,2.21,0.001850334,8,0.343527687,407,1,1,3
7.510645401,827,2.67,0.001909407,8,0.405654871,430,1,19,3
7.502264682,783,2.28,0.022640157,8,0.37963662,401,3,4,3
7.568606449,940,1.71,0.008775883,6,0.343568105,397,1,10,2
7.569677048,964,1.89,0.005860922,6,0.377742749,428,1,17,3
7.539023021,855,3.2,0.019806171,8,0.370558512,398,4,14,4
7.504964749,771,3.36,0.024143716,8,0.314368553,390,1,4,4
7.555421333,826,1.74,0.002235791,7,0.367638077,423,4,16,3
7.521977528,928,4.11,0.028602901,8,0.398880936,412,1,3,3
7.527381546,692,3.37,0.026598211,6,0.378714246,412,3,19,3
7.595447791,916,3.7,0.026504324,8,0.34526445,419,3,4,3
7.562403003,776,1.43,0.020232815,6,0.39404528,393,4,3,4
7.505767509,979,1.69,0.021385794,8,0.344950862,390,2,11,2
7.514630107,798,1.7,0.023119045,8,0.306109224,424,3,17,3
7.543258762,697,0.36,0.003898089,8,0.354841225,430,3,6,3
7.577823692,838,3.45,0.00847713,6,0.343030237,393,2,13,4
7.552639278,781,3.65,0.007099329,6,0.369421976,395,2,19,4
7.583645042,967,0.95,0.003014946,6,0.358359614,413,2,18,3
7.568135842,821,2.68,0.02606098,8,0.351773844,424,3,5,3
7.594223564,903,2.97,0.023784706,8,0.324648314,406,2,6,3
7.592551468,869,2.45,0.014388659,6,0.385752864,396,2,3,4
7.559257381,658,3.81,0.022664307,7,0.371643851,396,2,17,4
7.554337366,957,2.1,0.017607142,7,0.377598752,400,2,6,3
7.545025458,923,0.9,0.01382076,7,0.319964929,412,4,17,3
7.500020632,860,3.99,0.028648798,6,0.376815659,413,2,17,3
7.564112671,966,2.06,0.001962135,7,0.346470442,426,1,8,3
7.597315854,815,0.7,0.025781071,6,0.384827638,426,3,10,3
7.504826947,692,0.92,0.006553371,6,0.384914501,413,1,7,3
7.558132444,636,0.92,0.003999306,6,0.378554151,423,3,7,3
7.51662556,928,3.22,0.00190543,6,0.393748586,430,3,8,3
7.574387995,755,3.3,0.007302384,7,0.405647624,401,4,19,3
7.537985275,815,2.71,0.02517384,8,0.307882752,410,1,20,3
7.593160501,771,4.02,0.006763674,6,0.394608198,395,3,10,4
7.560264063,824,2.6,0.011101852,6,0.396902161,405,2,17,3
7.568461038,709,2.89,0.018406641,6,0.302106977,395,2,6,4
7.51936145,887,2.65,0.007730074,8,0.351151387,425,4,4,3
7.57615223,973,0.56,0.029426855,7,0.336747873,426,2,18,3
7.54772068,686,0.14,0.027719183,7,0.409008201,423,3,15,3
7.564762093,895,3.07,0.015114007,6,0.388382817,398,4,19,4
7.585180413,769,1.86,0.019973491,7,0.401559613,415,1,13,3
7.58464493,940,0.66,0.004101969,7,0.333545828,408,3,9,3
7.561088682,628,3.21,0.017925218,8,0.375866503,406,1,3,3
7.556183029,675,1.82,0.008446831,8,0.400892177,416,1,5,3
7.500583152,910,0.26,0.001370431,8,0.352432241,404,4,8,3
7.510522312,832,3.76,0.020934062,7,0.312925026,416,3,8,3
7.53499358,742,3.96,0.026103651,8,0.315062466,401,3,16,3
7.511754564,928,4,0.01122283,6,0.325290804,415,1,7,3
7.593738413,744,3.02,0.022550679,8,0.389755647,430,4,18,3
7.558725506,951,2.45,0.019248228,6,0.340089586,419,3,17,3
7.589096062,925,0.62,0.01639644,7,0.3246828,394,1,1,2
7.59690921,966,3.78,0.020153503,6,0.33377914,395,1,8,2
7.579006209,927,3.77,0.012537961,8,0.322946695,396,1,17,2
7.573612923,717,0.89,0.01659471,6,0.372946815,412,4,10,3
7.507852534,853,2.16,0.012429945,7,0.405023533,405,3,1,3
7.521098138,876,3.11,0.006637572,8,0.409431119,429,4,16,3
7.504663747,907,0.93,0.011191746,8,0.370833629,412,3,10,3
7.501746412,748,3.73,0.023593187,8,0.308550153,421,1,12,3
7.507245238,856,1.15,0.011474591,8,0.314762802,400,3,2,3
7.505594257,711,2.77,0.01723802,6,0.363195423,391,1,12,4
7.596805181,973,4.14,0.0072926,6,0.404505251,422,2,1,3
7.591530924,865,0.38,0.024612826,6,0.394410325,392,3,13,4
7.526519481,929,3.81,0.002847005,8,0.358155247,415,1,20,3
7.518482911,712,3.62,0.00890342,7,0.335981915,418,3,3,3
7.551430897,798,1.13,0.021972644,8,0.316971085,398,1,5,4
7.599604015,855,1.95,0.00782476,6,0.308947944,414,4,15,3
7.559453474,746,0.72,0.012411098,7,0.378271769,391,1,16,4
7.56882421,926,2.39,0.028573465,8,0.342971992,423,1,14,3
7.51687737,639,1.86,0.01166524,6,0.371740203,418,4,13,3
7.532075984,797,3.91,0.011618184,6,0.401636786,422,2,20,3
7.553011128,858,2.15,0.015907041,8,0.330434092,408,2,18,3
7.512918897,690,4,0.006713588,6,0.342895976,418,1,13,3
7.55983934,956,2.89,0.006481919,6,0.389633729,395,2,9,2
7.570189159,947,1.44,0.003964506,6,0.321178043,429,1,6,3
7.572553412,882,1.93,0.019667571,7,0.319113679,395,3,17,4
7.592573191,631,3.03,0.023526131,7,0.347544135,391,4,16,4
7.500921294,738,0.76,0.00969513,7,0.400267145,426,2,11,3
7.590667894,806,2.07,0.011751607,8,0.342989934,414,4,20,3
7.589581158,890,2.67,2.05E-05,6,0.357227659,390,2,4,1
7.506758988,877,2.35,0.001361966,6,0.361583965,418,4,8,3
7.524584066,717,3.26,0.004732764,8,0.388833396,411,2,20,3
7.593780416,670,3.29,0.024529883,7,0.312638435,416,1,4,3
7.518003527,668,2.85,0.004132936,7,0.30865542,415,1,8,3
7.55833631,974,2.46,0.026257864,8,0.36158122,430,2,14,3
7.505840656,632,2.38,0.029200405,8,0.346973035,411,2,20,3
7.518877893,815,1.34,0.002507856,6,0.393480309,402,4,2,3
7.53539019,762,1.92,0.009241043,6,0.351159027,419,2,11,3
7.59524547,749,2.21,0.011176417,8,0.309223337,425,4,20,3
7.552623585,746,3.59,0.022549843,6,0.340394508,428,2,1,3
7.589804863,633,2.09,0.022655315,7,0.312155646,406,2,12,3
7.525132581,636,1.88,0.029067038,7,0.402266974,428,1,8,3
7.583873126,781,0.68,0.004381789,6,0.335192182,413,2,18,3
7.537021658,769,2.01,0.011193857,8,0.310491603,400,4,3,3
7.580139721,821,2.47,0.017340835,6,0.340295896,414,4,13,3
7.51019283,917,2.94,0.023539959,8,0.371192575,391,3,10,2
7.585425207,971,2.49,0.022170748,7,0.303984068,395,3,10,2
7.513983501,979,3.3,0.02718113,6,0.37728292,425,2,18,3
7.528980237,646,1.06,0.009626826,6,0.314732818,395,4,7,4
7.511279998,907,2.42,0.003026785,8,0.326949911,421,2,12,3
7.598915498,851,0.5,0.00099189,6,0.379987769,418,2,8,3
7.557429022,971,3.67,0.011725419,8,0.372639777,405,4,20,3
7.586942696,856,1.83,0.024349693,6,0.311980603,410,1,17,3
7.59417102,822,0.72,0.005611877,8,0.366926841,390,4,18,4
7.536391048,762,0.63,0.025700448,8,0.401621648,413,4,7,3
7.593517008,948,2.9,0.01559647,7,0.348232336,399,1,8,2
7.522035455,651,3.56,0.016055604,6,0.37390025,419,4,14,3
7.53060299,939,2.8,0.001864202,8,0.333211211,410,3,14,3
7.597180939,828,2.08,0.004553072,7,0.404977911,393,2,19,1
7.583691164,885,1.74,0.001315996,6,0.337103876,424,1,11,3
7.591842542,829,1.77,0.011729147,8,0.368397272,427,1,13,3
7.520142484,698,2.57,0.024514265,6,0.350451191,416,4,3,3
7.547178013,747,3.5,0.01372678,8,0.386944291,405,4,16,3
7.584159296,778,2.1,0.002714632,7,0.388963978,430,4,14,3
7.51484628,920,2.1,0.012532246,7,0.388816244,428,3,20,3
7.520687246,754,1.72,0.013568294,8,0.36201393,427,3,7,3
7.540431505,851,1.42,0.002250558,6,0.300279594,393,3,13,1
7.510491017,672,1.03,0.006923881,8,0.404506,405,1,8,3
7.578126147,892,0.84,0.010632058,6,0.31496958,402,2,12,3
7.55102751,627,1.31,0.025259908,8,0.363220214,398,1,20,4
7.567338515,631,2.72,0.026481704,8,0.375955207,393,2,19,4
7.585142737,906,3.35,0.028297874,8,0.331838658,430,3,18,3
7.516308322,634,1.96,0.001128912,8,0.374401422,417,1,3,3
7.544366929,709,1.56,0.001406748,7,0.331301662,425,1,13,3
7.536771229,798,0.58,0.022848857,8,0.310569852,401,4,6,3
7.597705589,749,0.91,0.018923314,8,0.305974129,420,1,2,3
7.592202017,969,0.21,0.001311674,6,0.302151502,395,1,18,2
7.553636589,763,0.4,0.014105088,8,0.35731438,400,2,5,3
7.58286049,660,1.51,0.011650722,8,0.307336177,412,1,3,3
7.539276769,877,0.21,0.025138345,6,0.376479203,396,1,17,4
7.580004138,716,3.05,0.004403003,7,0.409655202,416,2,6,3
7.5854432,833,2.15,0.00675576,8,0.404999167,419,3,12,3
7.593852518,977,4,0.020704362,7,0.328282218,411,1,3,3
7.585631571,946,0.66,0.027908414,8,0.304282406,425,2,9,3
7.546261896,904,2.64,0.008224354,7,0.345750623,419,2,5,3
7.546080832,726,0.99,0.024720795,6,0.353248701,404,1,10,3
7.582215423,741,0.8,0.00175996,7,0.330256125,400,3,8,3
7.589324948,861,3.78,0.028887669,7,0.301512535,406,3,8,3
7.542376141,895,0.56,0.008963924,8,0.383736321,398,2,1,4
7.57721838,797,0.86,0.001826366,8,0.399215288,424,3,12,3
7.535981366,835,2.43,0.002675672,8,0.342604029,418,1,6,3
7.500862345,752,1.62,0.019702753,8,0.396674843,426,1,1,3
7.557979392,966,1.78,0.003968687,8,0.401096044,427,2,11,3
7.543192757,709,0.69,0.028961122,7,0.333441042,430,2,4,3
7.527938129,628,0.64,0.013300115,8,0.36658111,410,1,17,3
7.540283299,883,3.71,0.006981956,6,0.376579587,399,2,17,4
7.522977468,812,1.36,0.021096286,6,0.311428182,415,1,9,3
